file_name,host,collection_date,country,expected_role
EPI_ISL_13009677,turkey,2022-03-27,USA,american_anchor
EPI_ISL_13285243,turkey,2022-03-31,USA,american_anchor
EPI_ISL_13432610,turkey,2022-03-31,USA,american_anchor
EPI_ISL_13432612,turkey,2022-04-04,USA,american_anchor
EPI_ISL_18132816,turkey,2022-03-27,USA,american_anchor
EPI_ISL_18132883,turkey,2022-03-31,USA,american_anchor
EPI_ISL_18132874,turkey,2022-03-31,USA,american_anchor
EPI_ISL_18132859,turkey,2022-03-31,USA,american_anchor
EPI_ISL_18132835,turkey,2022-04-01,USA,american_anchor
EPI_ISL_17885964,turkey,2023-03-07,Chile,regional_context
EPI_ISL_17885962,turkey,2023-03-10,Chile,regional_context
EPI_ISL_11897689,turkey,2022-03-11,USA,american_anchor
EPI_ISL_11971467,turkey,2022-03-17,USA,american_anchor
EPI_ISL_11971482,turkey,2022-03-21,USA,american_anchor
EPI_ISL_12690325,turkey,2022-03-26,USA,american_anchor
EPI_ISL_12691030,turkey,2022-03-28,USA,american_anchor
EPI_ISL_13009652,turkey,2022-03-29,USA,american_anchor
EPI_ISL_13052424,turkey,2022-03-31,USA,american_anchor
EPI_ISL_13433435,turkey,2022-04-04,USA,american_anchor
EPI_ISL_13433447,turkey,2022-04-04,USA,american_anchor
EPI_ISL_16171512,turkey,2022-05-02,USA,american_anchor
EPI_ISL_18132770,turkey,2022-03-21,USA,american_anchor
EPI_ISL_18132766,turkey,2022-03-21,USA,american_anchor
EPI_ISL_18132754,turkey,2022-03-22,USA,american_anchor
EPI_ISL_18132746,turkey,2022-03-23,USA,american_anchor
EPI_ISL_18132782,turkey,2022-03-28,USA,american_anchor
EPI_ISL_18132785,turkey,2022-03-28,USA,american_anchor
EPI_ISL_18132857,turkey,2022-03-29,USA,american_anchor
EPI_ISL_18132845,turkey,2022-03-31,USA,american_anchor
EPI_ISL_18132827,turkey,2022-04-04,USA,american_anchor
EPI_ISL_18132805,turkey,2022-04-04,USA,american_anchor
EPI_ISL_19660828,turkey,2022-07-11,USA,american_anchor
EPI_ISL_19660843,turkey,2022-07-18,USA,american_anchor
EPI_ISL_18760063,turkey,2023-03-29,Chile,regional_context
EPI_ISL_19410284,turkey,2023-03-30,Chile,regional_context
EPI_ISL_19410285,turkey,2023-03-30,Chile,regional_context
EPI_ISL_19410286,turkey,2023-03-30,Chile,regional_context
EPI_ISL_19404902,turkey,2023-04-13,Chile,regional_context
EPI_ISL_19404939,turkey,2023-04-13,Chile,regional_context
EPI_ISL_19560327,turkey,2022-05-29,USA,american_anchor
EPI_ISL_16171460,turkey,2022-04-26,USA,american_anchor
EPI_ISL_16171506,turkey,2022-04-30,USA,american_anchor
EPI_ISL_16240162,turkey,2022-05-04,USA,american_anchor
EPI_ISL_16243221,turkey,2022-05-11,USA,american_anchor
EPI_ISL_18132258,turkey_Vulture,2022-04-12,USA,american_anchor
EPI_ISL_19604851,turkey_vulture,2022-05-04,USA,american_anchor
EPI_ISL_19604848,turkey_vulture,2022-05-02,USA,american_anchor
EPI_ISL_19604805,turkey_vulture,2022-06-21,USA,american_anchor
EPI_ISL_19604843,turkey_vulture,2022-04-25,USA,american_anchor
EPI_ISL_19604825,turkey_vulture,2022-01-01,USA,american_anchor
EPI_ISL_19604820,turkey_vulture,2022-07-25,USA,american_anchor
EPI_ISL_19604882,vulture,2022-01-01,USA,american_anchor
EPI_ISL_19604889,vulture,2022-01-01,USA,american_anchor
EPI_ISL_17885960,whimbrel,2023-03-05,Chile,regional_context
EPI_ISL_17885987,whimbrel,2023-03-05,Chile,regional_context
EPI_ISL_17973443,wildbird-Fregata-magnificens,2023-01-11,Ecuador,flu_costa
EPI_ISL_17973458,wildbird-Fregata-magnificens,2023-01-11,Ecuador,flu_costa
EPI_ISL_18137626,wildbird-Sula-nebouxii,2023-05-18,Ecuador,flu_costa
EPI_ISL_18137671,wildbird-Sula-nebouxii,2023-05-18,Ecuador,flu_costa
EPI_ISL_19605219,wood_duck,2022-06-14,USA,american_anchor
EPI_ISL_19605190,wood_duck,2022-04-21,USA,american_anchor
EPI_ISL_19605197,wood_duck,2022-05-02,USA,american_anchor
EPI_ISL_19605198,wood_duck,2022-05-03,USA,american_anchor
