Building DAG of jobs...
output_file	date	rule	log-file(s)	input-file(s)	shellcmd	status	plan
results/phylogeny/iq-tree/NP/rep4.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NP.codon.partitions,data/processed_alignments/codon_aware/H5N1_NP.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NP/rep4/rep4); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NP.mafft -spp data/processed_alignments/codon_aware/H5N1_NP.codon.partitions -pre results/phylogeny/iq-tree/NP/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NP/rep4/rep4.treefile results/phylogeny/iq-tree/NP/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/NP/rep5.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NP.codon.partitions,data/processed_alignments/codon_aware/H5N1_NP.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NP/rep5/rep5); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NP.mafft -spp data/processed_alignments/codon_aware/H5N1_NP.codon.partitions -pre results/phylogeny/iq-tree/NP/rep5/rep5 -seed 39809478 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NP/rep5/rep5.treefile results/phylogeny/iq-tree/NP/rep5.treefile	missing	update pending
results/phylogeny/iq-tree/NA/rep1.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NA.codon.partitions,data/processed_alignments/codon_aware/H5N1_NA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NA/rep1/rep1); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NA.mafft -spp data/processed_alignments/codon_aware/H5N1_NA.codon.partitions -pre results/phylogeny/iq-tree/NA/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NA/rep1/rep1.treefile results/phylogeny/iq-tree/NA/rep1.treefile	missing	update pending
data/phylogeny/main_panel/H5N1_NA.partitions	-	build_single_segment_codon_partition	-	-	-	missing	update pending
results/phylogeny/iq-tree/NA/rep2.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NA.codon.partitions,data/processed_alignments/codon_aware/H5N1_NA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NA/rep2/rep2); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NA.mafft -spp data/processed_alignments/codon_aware/H5N1_NA.codon.partitions -pre results/phylogeny/iq-tree/NA/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NA/rep2/rep2.treefile results/phylogeny/iq-tree/NA/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/NA/rep3.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NA.codon.partitions,data/processed_alignments/codon_aware/H5N1_NA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NA/rep3/rep3); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NA.mafft -spp data/processed_alignments/codon_aware/H5N1_NA.codon.partitions -pre results/phylogeny/iq-tree/NA/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NA/rep3/rep3.treefile results/phylogeny/iq-tree/NA/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/NA/rep4.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NA.codon.partitions,data/processed_alignments/codon_aware/H5N1_NA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NA/rep4/rep4); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NA.mafft -spp data/processed_alignments/codon_aware/H5N1_NA.codon.partitions -pre results/phylogeny/iq-tree/NA/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NA/rep4/rep4.treefile results/phylogeny/iq-tree/NA/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/NA/rep5.treefile	-	run_iqtree_codon_segment_replicate	-	-	-	missing	update pending
results/phylogeny/iq-tree/MP/rep1.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_MP.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/MP/rep1/rep1);         iqtree -s data/phylogeny/final_panel/H5N1_MP.fasta -pre results/phylogeny/iq-tree/MP/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/MP/rep1/rep1.treefile results/phylogeny/iq-tree/MP/rep1.treefile	missing	update pending
results/phylogeny/iq-tree/MP/rep2.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_MP.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/MP/rep2/rep2);         iqtree -s data/phylogeny/final_panel/H5N1_MP.fasta -pre results/phylogeny/iq-tree/MP/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/MP/rep2/rep2.treefile results/phylogeny/iq-tree/MP/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/MP/rep3.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_MP.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/MP/rep3/rep3);         iqtree -s data/phylogeny/final_panel/H5N1_MP.fasta -pre results/phylogeny/iq-tree/MP/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/MP/rep3/rep3.treefile results/phylogeny/iq-tree/MP/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/MP/rep4.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_MP.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/MP/rep4/rep4);         iqtree -s data/phylogeny/final_panel/H5N1_MP.fasta -pre results/phylogeny/iq-tree/MP/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/MP/rep4/rep4.treefile results/phylogeny/iq-tree/MP/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/MP/rep5.treefile	-	run_iqtree_simple_segment_replicate	-	-	-	missing	update pending
results/phylogeny/iq-tree/NS/rep1.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_NS.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/NS/rep1/rep1);         iqtree -s data/phylogeny/final_panel/H5N1_NS.fasta -pre results/phylogeny/iq-tree/NS/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/NS/rep1/rep1.treefile results/phylogeny/iq-tree/NS/rep1.treefile	missing	update pending
results/phylogeny/iq-tree/NS/rep2.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_NS.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/NS/rep2/rep2);         iqtree -s data/phylogeny/final_panel/H5N1_NS.fasta -pre results/phylogeny/iq-tree/NS/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/NS/rep2/rep2.treefile results/phylogeny/iq-tree/NS/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/NS/rep3.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_NS.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/NS/rep3/rep3);         iqtree -s data/phylogeny/final_panel/H5N1_NS.fasta -pre results/phylogeny/iq-tree/NS/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/NS/rep3/rep3.treefile results/phylogeny/iq-tree/NS/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/NS/rep4.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_NS.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/NS/rep4/rep4);         iqtree -s data/phylogeny/final_panel/H5N1_NS.fasta -pre results/phylogeny/iq-tree/NS/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/NS/rep4/rep4.treefile results/phylogeny/iq-tree/NS/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/NS/rep5.treefile	-	run_iqtree_simple_segment_replicate		data/phylogeny/final_panel/H5N1_NS.fasta	mkdir -p $(dirname results/phylogeny/iq-tree/NS/rep5/rep5);         iqtree -s data/phylogeny/final_panel/H5N1_NS.fasta -pre results/phylogeny/iq-tree/NS/rep5/rep5 -seed 39809478 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/NS/rep5/rep5.treefile results/phylogeny/iq-tree/NS/rep5.treefile	missing	update pending
results/phylogeny/iq-tree/concat_except_HA/rep1.treefile	-	concat_except_HA_replicate	-	-	-	missing	update pending
data/phylogeny/aligned/H5N1_concat_except_HA.mafft	Tue May 26 05:03:36 2026	concat_except_ha_with_partitions		data/phylogeny/final_panel/H5N1_MP.fasta,data/phylogeny/final_panel/H5N1_NA.fasta,data/phylogeny/final_panel/H5N1_NP.fasta,data/phylogeny/final_panel/H5N1_NS.fasta,data/phylogeny/final_panel/H5N1_PA.fasta,data/phylogeny/final_panel/H5N1_PB1.fasta,data/phylogeny/final_panel/H5N1_PB2.fasta	python code/01_ml_trees/build_concat_codon_partitions.py \;             --segment-order PB2,PB1,PA,NP,NA,MP,NS \;             --codon-segments PB2,PB1,PA,NP,NA \;             --output-alignment data/phylogeny/aligned/H5N1_concat_except_HA.mafft \;             --output-partitions data/phylogeny/H5N1_concat_except_HA.partitions \;             data/phylogeny/final_panel/H5N1_PB2.fasta data/phylogeny/final_panel/H5N1_PB1.fasta data/phylogeny/final_panel/H5N1_PA.fasta data/phylogeny/final_panel/H5N1_NP.fasta data/phylogeny/final_panel/H5N1_NA.fasta data/phylogeny/final_panel/H5N1_MP.fasta data/phylogeny/final_panel/H5N1_NS.fasta	set of input files changed	update pending
data/phylogeny/aligned/H5N1_concat_except_HA.partitions	-	concat_except_ha_with_partitions	-	-	-	missing	update pending
results/phylogeny/iq-tree/concat_except_HA/rep2.treefile	-	concat_except_HA_replicate	-	-	-	missing	update pending
results/phylogeny/iq-tree/concat_except_HA/rep3.treefile	-	concat_except_HA_replicate	-	-	-	missing	update pending
results/phylogeny/iq-tree/concat_except_HA/rep4.treefile	-	concat_except_HA_replicate	-	-	-	missing	update pending
results/phylogeny/iq-tree/concat_except_HA/rep5.treefile	-	concat_except_HA_replicate	-	-	-	missing	update pending
results/phylogeny/iq-tree/PB2/PB2_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/PB1/PB1_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/PA/PA_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/HA/HA_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/NP/NP_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/NA/NA_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/MP/MP_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/NS/NS_final.treefile	-	generate_final_segment_tree	-	-	-	missing	update pending
results/phylogeny/iq-tree/PB2/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/PB1/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/PA/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/HA/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/NP/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/NA/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/MP/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/NS/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/iq-tree/concat_except_HA/rf_dist_matrix.rf	-	calculate_rf_distances	-	-	-	missing	update pending
results/phylogeny/concordance/full_concat.gcs	-	calculate_concordance_factors	-	-	-	missing	update pending
results/phylogeny/concordance/full_concat.scf	-	calculate_concordance_factors	-	-	-	missing	update pending
results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile	-	iqtree_fast_subset		data/phylogeny/final_alignment.fasta,data/phylogeny/final_alignment.partitions	mkdir -p $(dirname results/phylogeny/iq-tree/subset_fast/fast/fast);         rm -f results/phylogeny/iq-tree/subset_fast/fast/fast.ckp.gz;         iqtree -s data/phylogeny/final_alignment.fasta -spp data/phylogeny/final_alignment.partitions -pre results/phylogeny/iq-tree/subset_fast/fast/fast -seed 39809473 -nt 16 -fast -redo;         mv results/phylogeny/iq-tree/subset_fast/fast/fast.treefile results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile	missing	update pending
results/phylogeny/itol_styles/tree_colors.txt	-	generate_itol_colors_full_concat		results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/generate_itol_colors.py \;             -i results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --tree-colors results/phylogeny/itol_styles/tree_colors.txt \;             --colorstrip results/phylogeny/itol_styles/dataset_colorstrip.txt	missing	update pending
results/phylogeny/itol_styles/dataset_colorstrip.txt	-	generate_itol_colors_full_concat		results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/generate_itol_colors.py \;             -i results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --tree-colors results/phylogeny/itol_styles/tree_colors.txt \;             --colorstrip results/phylogeny/itol_styles/dataset_colorstrip.txt	missing	update pending
results/phylogeny/rtt/dates_from_headers.tsv	-	build_treetime_dates_subsets		data/phylogeny/final_alignment.fasta	mkdir -p $(dirname results/phylogeny/rtt/dates_from_headers.tsv);         python code/02_Beast/build_treetime_dates.py \;             --aln data/phylogeny/final_alignment.fasta \;             --out results/phylogeny/rtt/dates_from_headers.tsv	missing	update pending
results/phylogeny/rtt/outliers.tsv	-	run_root_to_tip_subsets		data/phylogeny/final_alignment.fasta,results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile,results/phylogeny/rtt/dates_from_headers.tsv	python code/02_Beast/run_treetime_clock.py \;             --tree results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile \;             --aln data/phylogeny/final_alignment.fasta \;             --dates results/phylogeny/rtt/dates_from_headers.tsv \;             --outdir $(dirname results/phylogeny/rtt/treetime_clock.log) \;             --log results/phylogeny/rtt/treetime_clock.log \;             --done results/phylogeny/rtt/treetime_clock.done	missing	update pending
results/phylogeny/rtt/treetime_clock.log	-	run_root_to_tip_subsets		data/phylogeny/final_alignment.fasta,results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile,results/phylogeny/rtt/dates_from_headers.tsv	python code/02_Beast/run_treetime_clock.py \;             --tree results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile \;             --aln data/phylogeny/final_alignment.fasta \;             --dates results/phylogeny/rtt/dates_from_headers.tsv \;             --outdir $(dirname results/phylogeny/rtt/treetime_clock.log) \;             --log results/phylogeny/rtt/treetime_clock.log \;             --done results/phylogeny/rtt/treetime_clock.done	missing	update pending
results/phylogeny/rtt/treetime_clock.done	-	run_root_to_tip_subsets		data/phylogeny/final_alignment.fasta,results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile,results/phylogeny/rtt/dates_from_headers.tsv	python code/02_Beast/run_treetime_clock.py \;             --tree results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile \;             --aln data/phylogeny/final_alignment.fasta \;             --dates results/phylogeny/rtt/dates_from_headers.tsv \;             --outdir $(dirname results/phylogeny/rtt/treetime_clock.log) \;             --log results/phylogeny/rtt/treetime_clock.log \;             --done results/phylogeny/rtt/treetime_clock.done	missing	update pending
results/phylogeny/itol_styles/subset_fast/tree_colors.txt	-	itol_color_subsets		results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile	python code/01_ml_trees/generate_itol_colors.py \;             -i results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile \;             --tree-colors results/phylogeny/itol_styles/subset_fast/tree_colors.txt \;             --colorstrip results/phylogeny/itol_styles/subset_fast/dataset_colorstrip.txt	missing	update pending
results/phylogeny/itol_styles/subset_fast/dataset_colorstrip.txt	-	itol_color_subsets		results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile	python code/01_ml_trees/generate_itol_colors.py \;             -i results/phylogeny/iq-tree/subset_fast/panel_main_concat.final.treefile \;             --tree-colors results/phylogeny/itol_styles/subset_fast/tree_colors.txt \;             --colorstrip results/phylogeny/itol_styles/subset_fast/dataset_colorstrip.txt	missing	update pending
